id,user_id,action,entity_type,entity_id,details,created_at
10959b31-bfdd-4c1d-b41a-3b731d2fa12d,7ac91c65-5212-477f-9e1c-d1d3bfaa4827,create_user,user,8c80f6e5-9265-4840-be63-034929934c3a,"Created user: Vendedor","2026-04-09 04:20:11"
